"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","annual_avg_estabs","annual_avg_emplvl","total_annual_wages","taxable_annual_wages","annual_contributions","annual_avg_wkly_wage","avg_annual_pay","lq_disclosure_code","lq_annual_avg_estabs","lq_annual_avg_emplvl","lq_total_annual_wages","lq_taxable_annual_wages","lq_annual_contributions","lq_annual_avg_wkly_wage","lq_avg_annual_pay","oty_disclosure_code","oty_annual_avg_estabs_chg","oty_annual_avg_estabs_pct_chg","oty_annual_avg_emplvl_chg","oty_annual_avg_emplvl_pct_chg","oty_total_annual_wages_chg","oty_total_annual_wages_pct_chg","oty_taxable_annual_wages_chg","oty_taxable_annual_wages_pct_chg","oty_annual_contributions_chg","oty_annual_contributions_pct_chg","oty_annual_avg_wkly_wage_chg","oty_annual_avg_wkly_wage_pct_chg","oty_avg_annual_pay_chg","oty_avg_annual_pay_pct_chg"
"38095","1","10","71","0","2015","A","",7,19,1065307,0,0,1055,54866,"",10.25,1.27,1.42,0.00,0.00,1.10,1.10,"",0,0.0,0,0.0,99439,10.3,0,0.0,0,0.0,73,7.4,3807,7.5
"38095","2","10","71","0","2015","A","",4,6,436768,0,0,1309,68068,"",5.16,0.24,0.49,0.00,0.00,1.90,1.91,"",0,0.0,-1,-14.3,-23593,-5.1,0,0.0,0,0.0,44,3.5,2302,3.5
"38095","3","10","71","0","2015","A","",10,118,3496827,0,0,571,29676,"",5.28,1.56,1.52,0.00,0.00,0.98,0.98,"",-1,-9.1,5,4.4,224851,6.9,0,0.0,0,0.0,14,2.5,699,2.4
"38095","5","10","71","0","2015","A","",86,616,20713876,11111028,49052,647,33622,"",0.83,0.96,0.95,1.02,1.01,0.99,0.99,"",-6,-6.5,18,3.0,1227873,6.3,857400,8.4,-59738,-54.9,20,3.2,1014,3.1
"38097","0","10","70","0","2015","A","",370,3363,134620617,61293738,1447077,770,40025,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-13,-3.4,-74,-2.2,1258674,0.9,543234,0.9,-330734,-18.6,24,3.2,1220,3.1
"38097","1","10","71","0","2015","A","",10,38,1536012,0,0,772,40157,"",4.23,0.57,0.39,0.00,0.00,0.68,0.68,"",0,0.0,-3,-7.3,99824,7.0,0,0.0,0,0.0,100,14.9,5199,14.9
"38097","2","10","71","0","2015","A","N",4,0,0,0,0,0,0,"N",1.49,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"38097","3","10","71","0","2015","A","N",23,0,0,0,0,0,0,"N",3.51,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"38097","5","10","71","0","2015","A","",333,2638,107398250,60716256,1446006,783,40718,"",0.93,0.92,0.94,1.01,1.01,1.02,1.02,"",-13,-3.8,-89,-3.3,-636187,-0.6,485196,0.8,-330369,-18.6,21,2.8,1104,2.8
"38099","0","10","70","0","2015","A","",529,5165,192975151,97259523,1121438,718,37361,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-1,-0.2,-55,-1.1,5211431,2.8,2370932,2.5,122972,12.3,26,3.8,1393,3.9
"38099","1","10","71","0","2015","A","",14,60,2765214,0,0,890,46280,"",4.15,0.59,0.49,0.00,0.00,0.84,0.84,"",0,0.0,0,0.0,221855,8.7,0,0.0,0,0.0,77,9.5,4008,9.5
"38099","2","10","71","0","2015","A","N",10,0,0,0,0,0,0,"N",2.61,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"38099","3","10","71","0","2015","A","N",29,0,0,0,0,0,0,"N",3.10,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"38099","5","10","71","0","2015","A","",476,4003,150330046,96683402,1120793,722,37557,"",0.93,0.91,0.92,1.01,1.01,1.01,1.01,"",-2,-0.4,-67,-1.6,2114486,1.4,2295784,2.4,123187,12.3,22,3.1,1141,3.1
"38101","0","10","70","0","2015","A","",2559,34995,1689697481,785043550,8154402,929,48284,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",22,0.9,-1035,-2.9,-33856082,-2.0,-23929326,-3.0,-1961260,-19.4,9,1.0,448,0.9
"38101","1","10","71","0","2015","A","",54,1193,63306690,0,0,1021,53087,"",3.31,1.73,1.29,0.00,0.00,0.75,0.75,"",-1,-1.8,66,5.9,7633792,13.7,0,0.0,0,0.0,71,7.5,3680,7.4
"38101","2","10","71","0","2015","A","",23,978,44809315,0,0,881,45802,"",1.24,0.85,0.77,0.00,0.00,0.90,0.90,"",0,0.0,26,2.7,2072661,4.8,0,0.0,0,0.0,18,2.1,918,2.0
"38101","3","10","71","0","2015","A","",30,3054,128662867,1536689,1538,810,42124,"",0.66,0.88,0.85,0.14,0.03,0.97,0.97,"",-1,-3.2,105,3.6,9568319,8.0,7619,0.5,-2291,-59.8,33,4.2,1732,4.3
"38101","5","10","71","0","2015","A","",2451,29770,1452918609,783506861,8152864,939,48805,"",0.99,1.00,1.02,1.02,1.01,1.01,1.01,"",22,0.9,-1233,-4.0,-53130854,-3.5,-23936945,-3.0,-1958969,-19.4,5,0.5,227,0.5
"38103","0","10","70","0","2015","A","",227,1609,53190875,26636209,330746,636,33067,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",4,1.8,-18,-1.1,2025569,4.0,974224,3.8,-50153,-13.2,31,5.1,1626,5.2
"38103","1","10","71","0","2015","A","",8,27,1149051,0,0,816,42426,"",5.52,0.85,0.74,0.00,0.00,0.87,0.87,"",0,0.0,-1,-3.6,98101,9.3,0,0.0,0,0.0,92,12.7,4780,12.7
"38103","2","10","71","0","2015","A","N",3,0,0,0,0,0,0,"N",1.82,0,0,0,0,0,0,"N",-1,-25.0,0,0,0,0,0,0,0,0,0,0,0,0
"38103","3","10","71","0","2015","A","N",18,0,0,0,0,0,0,"N",4.48,0,0,0,0,0,0,"N",-1,-5.3,0,0,0,0,0,0,0,0,0,0,0,0
"38103","5","10","71","0","2015","A","",198,1318,44569153,26266039,329393,650,33814,"",0.90,0.97,0.99,1.01,1.00,1.02,1.02,"",5,2.6,-14,-1.1,1836362,4.3,921890,3.6,-50242,-13.2,33,5.3,1728,5.4
"38105","0","10","70","0","2015","A","",2397,36079,2801648605,1395788490,12041039,1493,77653,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",61,2.6,-5494,-13.2,-641137599,-18.6,-204659262,-12.8,-7248800,-37.6,-100,-6.3,-5160,-6.2
"38105","1","10","71","0","2015","A","",19,79,4580556,0,0,1122,58351,"",1.24,0.11,0.06,0.00,0.00,0.51,0.51,"",-2,-9.5,7,9.7,810706,21.5,0,0.0,0,0.0,119,11.9,6173,11.8
"38105","2","10","71","0","2015","A","",20,355,18641067,480384,480,1010,52498,"",1.15,0.30,0.19,0.06,0.05,0.64,0.64,"",0,0.0,16,4.7,1207040,6.9,68545,16.6,-178,-27.1,21,2.1,1095,2.1
"38105","3","10","71","0","2015","A","",34,1853,82882201,7091196,7355,860,44739,"",0.80,0.52,0.33,0.36,0.11,0.64,0.64,"",0,0.0,143,8.4,12544534,17.8,1097631,18.3,-10737,-59.3,69,8.7,3606,8.8
"38105","5","10","71","0","2015","A","",2324,33793,2695544781,1388216910,12033204,1534,79766,"",1.00,1.10,1.14,1.01,1.01,1.03,1.03,"",63,2.8,-5659,-14.3,-655699879,-19.6,-205825438,-12.9,-7237885,-37.6,-100,-6.1,-5180,-6.1
"38999","0","10","70","0","2015","A","",694,2268,164925431,101445304,2774555,1398,72710,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",99,16.6,313,16.0,19897449,13.7,15778178,18.4,155972,6.0,-28,-2.0,-1464,-2.0
"38999","1","10","71","0","2015","A","",20,88,5472062,0,0,1199,62360,"",4.51,1.96,1.14,0.00,0.00,0.58,0.58,"",6,42.9,34,63.0,2328601,74.1,0,0.0,0,0.0,74,6.6,3877,6.6
"38999","2","10","71","0","2015","A","N",2,0,0,0,0,0,0,"N",0.40,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"38999","5","10","71","0","2015","A","N",672,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,"N",92,15.9,0,0,0,0,0,0,0,0,0,0,0,0
"39000","0","10","50","0","2015","A","",290876,5257971,247893602389,42818888478,1100939625,907,47146,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",1881,0.7,74509,1.4,9452340017,4.0,1070899700,2.6,-32903036,-2.9,22,2.5,1146,2.5
"39000","1","10","51","0","2015","A","",1823,76431,5693867591,0,0,1433,74496,"",0.98,0.74,0.79,0.00,0.00,1.07,1.07,"",-19,-1.0,588,0.8,176628299,3.2,0,0.0,0,0.0,34,2.4,1751,2.4
"39000","2","10","51","0","2015","A","",1152,127568,7804746297,0,0,1177,61181,"",0.55,0.74,0.91,0.00,0.00,1.23,1.23,"",-18,-1.5,266,0.2,325661383,4.4,0,0.0,0,0.0,47,4.2,2430,4.1
"39000","3","10","51","0","2015","A","",11472,501690,22340701407,82021957,2010892,856,44531,"",2.23,0.96,1.01,0.14,0.33,1.05,1.05,"",-144,-1.2,-580,-0.1,566784936,2.6,134787,0.2,-66134,-3.2,22,2.6,1180,2.7
"39000","5","10","51","0","2015","A","",276429,4552282,212054287094,42736866521,1098928733,896,46582,"",0.98,1.02,1.01,1.02,1.00,0.99,0.99,"",2062,0.8,74235,1.7,8383265399,4.1,1070764913,2.6,-32836902,-2.9,21,2.4,1100,2.4
"39000","8","10","96","0","2015","A","",14447,705689,35839315295,82021957,2010892,977,50786,"",1.58,0.88,0.95,0.10,0.29,1.07,1.07,"",-181,-1.2,274,0.0,1069074618,3.1,134787,0.2,-66134,-3.2,29,3.1,1496,3.0
"39001","0","10","70","0","2015","A","",542,5803,207429262,41611277,964420,687,35745,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",27,5.2,233,4.2,14543499,7.5,2992354,7.7,53433,5.9,21,3.2,1116,3.2
"39001","1","10","71","0","2015","A","",11,63,2802220,0,0,850,44187,"",3.18,0.55,0.46,0.00,0.00,0.84,0.84,"",0,0.0,-5,-7.4,36937,1.3,0,0.0,0,0.0,63,8.0,3270,8.0
"39001","2","10","71","0","2015","A","",7,41,1734005,0,0,813,42293,"",1.78,0.22,0.24,0.00,0.00,1.12,1.12,"",0,0.0,1,2.5,133150,8.3,0,0.0,0,0.0,43,5.6,2272,5.7
"39001","3","10","71","0","2015","A","",51,1395,47580963,0,0,656,34106,"",5.31,2.42,2.57,0.00,0.00,1.06,1.06,"",-1,-1.9,-1,-0.1,880823,1.9,0,0.0,0,0.0,13,2.0,651,1.9
"39001","5","10","71","0","2015","A","",472,4304,155312074,41611277,964420,694,36090,"",0.90,0.87,0.88,1.02,1.01,1.01,1.01,"",27,6.1,237,5.8,13492589,9.5,2992354,7.7,53433,5.9,23,3.4,1216,3.5
"39003","0","10","70","0","2015","A","",2463,50014,2059014414,387033924,9623814,792,41169,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-24,-1.0,200,0.4,40113423,2.0,10379526,2.8,-359081,-3.6,13,1.7,641,1.6
"39003","1","10","71","0","2015","A","",15,316,20248946,0,0,1231,64011,"",0.95,0.32,0.34,0.00,0.00,1.06,1.06,"",-1,-6.2,-5,-1.6,236445,1.2,0,0.0,0,0.0,31,2.6,1634,2.6
"39003","2","10","71","0","2015","A","",15,951,54200647,0,0,1096,56978,"",0.84,0.58,0.76,0.00,0.00,1.31,1.31,"",1,7.1,2,0.2,2239246,4.3,0,0.0,0,0.0,43,4.1,2200,4.0
"39003","3","10","71","0","2015","A","",104,4664,190403308,41723,125,785,40825,"",2.38,0.94,1.04,0.01,0.00,1.10,1.10,"",-13,-11.1,-22,-0.5,5132267,2.8,1432,3.6,-24,-16.1,25,3.3,1290,3.3
"39003","5","10","71","0","2015","A","",2329,44082,1794161513,386992201,9623689,783,40700,"",0.98,1.04,1.03,1.02,1.01,0.99,0.99,"",-11,-0.5,223,0.5,32505465,1.8,10378094,2.8,-359057,-3.6,11,1.4,533,1.3
"39005","0","10","70","0","2015","A","",1119,18349,677678583,135325829,3228811,710,36933,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",28,2.6,391,2.2,42076348,6.6,4933297,3.8,-131056,-3.9,29,4.3,1539,4.3
"39005","1","10","71","0","2015","A","",13,97,5232890,0,0,1042,54180,"",1.82,0.27,0.27,0.00,0.00,1.00,1.00,"",0,0.0,-2,-2.0,145730,2.9,0,0.0,0,0.0,53,5.4,2751,5.3
"39005","2","10","71","0","2015","A","",9,239,13801951,0,0,1111,57749,"",1.11,0.40,0.59,0.00,0.00,1.48,1.48,"",-1,-10.0,2,0.8,726597,5.6,0,0.0,0,0.0,51,4.8,2637,4.8
"39005","3","10","71","0","2015","A","",89,2053,78626541,61128,1966,736,38294,"",4.49,1.13,1.30,0.03,0.11,1.15,1.15,"",-1,-1.1,8,0.4,2227849,2.9,-4008,-6.2,1769,898.0,17,2.4,929,2.5
"39005","5","10","71","0","2015","A","",1008,15960,580017201,135264701,3226845,699,36342,"",0.93,1.03,1.01,1.02,1.01,0.99,0.99,"",30,3.1,383,2.5,38976172,7.2,4937305,3.8,-132825,-4.0,31,4.6,1609,4.6
"39007","0","10","70","0","2015","A","",2047,30161,1069530648,232433736,6139223,682,35461,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-6,-0.3,146,0.5,24635542,2.4,1119767,0.5,-577540,-8.6,13,1.9,648,1.9
"39007","1","10","71","0","2015","A","",22,186,10731902,0,0,1108,57595,"",1.68,0.31,0.35,0.00,0.00,1.10,1.10,"",-1,-4.3,-2,-1.1,607095,6.0,0,0.0,0,0.0,72,6.9,3740,6.9
"39007","2","10","71","0","2015","A","",12,290,13856157,0,0,920,47849,"",0.81,0.29,0.37,0.00,0.00,1.28,1.28,"",0,0.0,-22,-7.1,-2280614,-14.1,0,0.0,0,0.0,-76,-7.6,-3941,-7.6
"39007","3","10","71","0","2015","A","",150,3886,146678773,518290,14260,726,37748,"",4.14,1.30,1.54,0.16,0.42,1.18,1.18,"",-2,-1.3,-2,-0.1,4734010,3.3,16371,3.3,-596,-4.0,24,3.4,1240,3.4
"39007","5","10","71","0","2015","A","",1864,25799,898263816,231915446,6124963,670,34818,"",0.94,1.01,0.99,1.02,1.00,0.98,0.98,"",-3,-0.2,172,0.7,21575051,2.5,1103396,0.5,-576944,-8.6,12,1.8,609,1.8
"39009","0","10","70","0","2015","A","",1176,20634,817828056,110158754,2282516,762,39635,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-1,-0.1,460,2.3,34587757,4.4,4653548,4.4,-144780,-6.0,15,2.0,811,2.1
"39009","1","10","71","0","2015","A","",22,221,13489171,0,0,1174,61037,"",2.93,0.54,0.57,0.00,0.00,1.05,1.05,"",-1,-4.3,-4,-1.8,260559,2.0,0,0.0,0,0.0,43,3.8,2200,3.7
"39009","2","10","71","0","2015","A","N",14,0,0,0,0,0,0,"N",1.64,0,0,0,0,0,0,"N",-1,-6.7,0,0,0,0,0,0,0,0,0,0,0,0
"39009","3","10","71","0","2015","A","N",108,0,0,0,0,0,0,"N",5.19,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"39009","5","10","71","0","2015","A","",1032,12934,397295399,109475579,2276069,591,30718,"",0.91,0.74,0.57,1.01,1.00,0.78,0.78,"",0,0.0,354,2.8,13730847,3.6,4701015,4.5,-117082,-4.9,5,0.9,228,0.7
"39011","0","10","70","0","2015","A","",1056,20942,858641523,166382932,3276880,788,41002,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",20,1.9,626,3.1,65161720,8.2,7146698,4.5,-355678,-9.8,37,4.9,1944,5.0
"39011","1","10","71","0","2015","A","",13,90,4486879,0,0,959,49854,"",1.93,0.22,0.18,0.00,0.00,0.83,0.83,"",0,0.0,5,5.9,275046,6.5,0,0.0,0,0.0,10,1.1,497,1.0
"39011","2","10","71","0","2015","A","",8,97,4856196,0,0,961,49978,"",1.05,0.14,0.16,0.00,0.00,1.15,1.15,"",0,0.0,0,0.0,202039,4.3,0,0.0,0,0.0,40,4.3,2079,4.3
"39011","3","10","71","0","2015","A","",86,2144,77694698,0,0,697,36234,"",4.60,1.03,1.01,0.00,0.00,0.98,0.98,"",-1,-1.1,14,0.7,1981713,2.6,0,0.0,0,0.0,14,2.0,695,2.0
"39011","5","10","71","0","2015","A","",949,18610,771603750,166382932,3276880,797,41461,"",0.93,1.05,1.06,1.02,1.01,1.01,1.01,"",21,2.3,607,3.4,62702922,8.8,7146698,4.5,-355678,-9.8,40,5.3,2084,5.3
"39013","0","10","70","0","2015","A","",1596,23615,930238773,191642877,4475167,758,39391,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",28,1.8,-67,-0.3,17762509,1.9,-748813,-0.4,-178920,-3.8,17,2.3,860,2.2
"39013","1","10","71","0","2015","A","",24,159,8309615,0,0,1004,52207,"",2.36,0.34,0.31,0.00,0.00,0.90,0.90,"",-1,-4.0,1,0.6,166749,2.0,0,0.0,0,0.0,11,1.1,561,1.1
"39013","2","10","71","0","2015","A","",11,695,34009496,0,0,942,48964,"",0.95,0.90,1.06,0.00,0.00,1.18,1.18,"",0,0.0,-62,-8.2,1070896,3.3,0,0.0,0,0.0,105,12.5,5423,12.5
"39013","3","10","71","0","2015","A","",100,2819,97506304,1631272,29824,665,34590,"",3.54,1.20,1.17,0.61,1.22,0.98,0.98,"",0,0.0,-39,-1.4,3527613,3.8,-100858,-5.8,-18985,-38.9,33,5.2,1703,5.2
"39013","5","10","71","0","2015","A","",1461,19943,790413358,190011605,4445343,762,39634,"",0.95,1.00,1.00,1.01,1.00,1.01,1.01,"",28,2.0,33,0.2,12997251,1.7,-647955,-0.3,-159935,-3.5,11,1.5,587,1.5
"39015","0","10","70","0","2015","A","",639,7921,271750332,55332386,1449630,660,34308,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-4,-0.6,-225,-2.8,-7363260,-2.6,-3450679,-5.9,-382241,-20.9,1,0.2,43,0.1
"39015","1","10","71","0","2015","A","",14,84,4238836,0,0,969,50362,"",3.43,0.54,0.54,0.00,0.00,1.00,1.00,"",0,0.0,2,2.4,177010,4.4,0,0.0,0,0.0,15,1.6,777,1.6
"39015","2","10","71","0","2015","A","",11,295,12437161,0,0,811,42160,"",2.38,1.14,1.32,0.00,0.00,1.16,1.16,"",0,0.0,30,11.3,1540387,14.1,0,0.0,0,0.0,19,2.4,988,2.4
"39015","3","10","71","0","2015","A","",65,1630,57103259,344590,1948,674,35042,"",5.74,2.07,2.35,0.45,0.25,1.14,1.14,"",1,1.6,28,1.7,1569902,2.8,52923,18.1,-587,-23.2,7,1.0,381,1.1
"39015","5","10","71","0","2015","A","",549,5912,197971076,54987796,1447682,644,33485,"",0.89,0.88,0.86,1.01,1.00,0.98,0.98,"",-5,-0.9,-285,-4.6,-10650559,-5.1,-3503602,-6.0,-381654,-20.9,-3,-0.5,-180,-0.5
"39017","0","10","70","0","2015","A","",7568,145219,6711922427,1260548657,33293136,889,46219,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",70,0.9,2295,1.6,409383233,6.5,29019760,2.4,-842129,-2.5,41,4.8,2122,4.8
"39017","1","10","71","0","2015","A","",27,540,35268388,0,0,1256,65322,"",0.56,0.19,0.18,0.00,0.00,0.96,0.96,"",-2,-6.9,-8,-1.5,128703,0.4,0,0.0,0,0.0,24,1.9,1237,1.9
"39017","2","10","71","0","2015","A","N",12,0,0,0,0,0,0,"N",0.22,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"39017","3","10","71","0","2015","A","N",240,0,0,0,0,0,0,"N",1.79,0,0,0,0,0,0,"N",19,8.6,0,0,0,0,0,0,0,0,0,0,0,0
"39017","5","10","71","0","2015","A","",7288,128154,5874139410,1257988920,33235853,881,45837,"",0.99,1.04,1.03,1.02,1.00,0.99,0.99,"",52,0.7,2305,1.8,386625419,7.0,28842258,2.3,-861750,-2.5,42,5.0,2233,5.1
"39019","0","10","70","0","2015","A","",557,6823,242976470,60839412,2137706,685,35612,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",9,1.6,57,0.8,-4023705,-1.6,1204554,2.0,477658,28.8,-17,-2.4,-897,-2.5
"39019","1","10","71","0","2015","A","",10,47,2047988,0,0,845,43964,"",2.81,0.35,0.29,0.00,0.00,0.84,0.84,"",0,0.0,2,4.4,134206,7.0,0,0.0,0,0.0,27,3.3,1436,3.4
"39019","2","10","71","0","2015","A","",6,33,1719995,0,0,997,51859,"",1.49,0.15,0.20,0.00,0.00,1.38,1.38,"",0,0.0,0,0.0,144550,9.2,0,0.0,0,0.0,67,7.2,3508,7.3
"39019","3","10","71","0","2015","A","",51,915,28916991,69956,209,608,31595,"",5.17,1.35,1.33,0.08,0.02,0.99,0.99,"",-1,-1.9,2,0.2,-252087,-0.9,4364,6.7,13,6.6,-6,-1.0,-345,-1.1
"39019","5","10","71","0","2015","A","",490,5828,210291496,60769456,2137497,694,36084,"",0.91,1.01,1.02,1.02,1.01,1.01,1.01,"",10,2.1,53,0.9,-4050374,-1.9,1200190,2.0,477645,28.8,-20,-2.8,-1034,-2.8
"39021","0","10","70","0","2015","A","",686,10640,416089829,81965700,1957579,752,39105,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",22,3.3,107,1.0,5549411,1.4,2365824,3.0,-98627,-4.8,2,0.3,127,0.3
"39021","1","10","71","0","2015","A","",10,62,3175645,0,0,990,51497,"",2.28,0.29,0.26,0.00,0.00,0.89,0.89,"",0,0.0,-2,-3.1,169046,5.6,0,0.0,0,0.0,88,9.8,4580,9.8
"39021","2","10","71","0","2015","A","",8,54,2585058,0,0,921,47871,"",1.61,0.16,0.18,0.00,0.00,1.16,1.16,"",0,0.0,5,10.2,205671,8.6,0,0.0,0,0.0,-21,-2.2,-1104,-2.3
"39021","3","10","71","0","2015","A","",69,1760,62542511,346264,3573,683,35537,"",5.68,1.66,1.68,0.30,0.33,1.01,1.01,"",-1,-1.4,13,0.7,-624899,-1.0,7245,2.1,-1092,-23.4,-12,-1.7,-624,-1.7
"39021","5","10","71","0","2015","A","",599,8765,347786615,81619436,1954006,763,39680,"",0.90,0.97,0.99,1.02,1.00,1.02,1.02,"",23,4.0,92,1.1,5799593,1.7,2358579,3.0,-97535,-4.8,5,0.7,250,0.6
"39023","0","10","70","0","2015","A","",2520,48609,1798001495,409741701,9195328,711,36989,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-8,-0.3,-321,-0.7,42976102,2.4,8411937,2.1,-296894,-3.1,21,3.0,1121,3.1
"39023","1","10","71","0","2015","A","",16,553,34536055,0,0,1200,62424,"",0.99,0.58,0.66,0.00,0.00,1.15,1.15,"",0,0.0,10,1.8,1047298,3.1,0,0.0,0,0.0,14,1.2,750,1.2
"39023","2","10","71","0","2015","A","",13,149,7143504,0,0,920,47863,"",0.71,0.09,0.11,0.00,0.00,1.23,1.23,"",0,0.0,-4,-2.6,65779,0.9,0,0.0,0,0.0,30,3.4,1603,3.5
"39023","3","10","71","0","2015","A","",130,6234,239572649,381645,14503,739,38432,"",2.91,1.29,1.49,0.07,0.29,1.16,1.16,"",0,0.0,-43,-0.7,2580027,1.1,-38683,-9.2,11678,413.4,13,1.8,676,1.8
"39023","5","10","71","0","2015","A","",2362,41673,1516749287,409360056,9180825,700,36397,"",0.97,1.01,1.00,1.02,1.00,0.99,0.99,"",-8,-0.3,-284,-0.7,39282998,2.7,8450620,2.1,-308572,-3.3,23,3.4,1183,3.4
"39025","0","10","70","0","2015","A","",3878,57556,2439302742,506313545,13177261,815,42381,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",100,2.6,2329,4.2,166324779,7.3,29730860,6.2,147328,1.1,24,3.0,1224,3.0
"39025","1","10","71","0","2015","A","",21,336,23915311,0,0,1368,71124,"",0.85,0.30,0.34,0.00,0.00,1.14,1.14,"",1,5.0,47,16.3,5022010,26.6,0,0.0,0,0.0,109,8.7,5655,8.6
"39025","2","10","71","0","2015","A","",13,747,30848849,0,0,794,41297,"",0.46,0.40,0.37,0.00,0.00,0.92,0.92,"",-1,-7.1,21,2.9,2057306,7.1,0,0.0,0,0.0,32,4.2,1653,4.2
"39025","3","10","71","0","2015","A","",117,6188,268984236,3365196,18219,836,43472,"",1.70,1.08,1.23,0.48,0.25,1.14,1.14,"",1,0.9,74,1.2,7360630,2.8,-21958,-0.6,-2200,-10.8,13,1.6,682,1.6
"39025","5","10","71","0","2015","A","",3728,50285,2115554346,502948349,13159042,809,42071,"",0.99,1.03,1.02,1.01,1.00,0.99,0.99,"",99,2.7,2187,4.5,151884833,7.7,29752818,6.3,149528,1.1,24,3.1,1244,3.0
"39027","0","10","70","0","2015","A","",825,16000,668749633,136463213,3090588,804,41797,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",10,1.2,268,1.7,45262242,7.3,9160592,7.2,-384547,-11.1,42,5.5,2166,5.5
"39027","1","10","71","0","2015","A","",14,127,8699434,0,0,1316,68410,"",2.66,0.40,0.45,0.00,0.00,1.11,1.11,"",1,7.7,5,4.1,622095,7.7,0,0.0,0,0.0,38,3.0,1930,2.9
"39027","2","10","71","0","2015","A","",9,141,7639741,0,0,1040,54087,"",1.51,0.27,0.33,0.00,0.00,1.22,1.23,"",0,0.0,-2,-1.4,250814,3.4,0,0.0,0,0.0,46,4.6,2386,4.6
"39027","3","10","71","0","2015","A","",78,2016,76128096,36000,216,726,37768,"",5.34,1.27,1.27,0.02,0.01,1.00,1.01,"",0,0.0,32,1.6,2607350,3.5,0,0.0,-26,-10.7,13,1.8,716,1.9
"39027","5","10","71","0","2015","A","",725,13716,576282362,136427213,3090372,808,42016,"",0.91,1.01,1.02,1.02,1.01,1.01,1.01,"",10,1.4,232,1.7,41781983,7.8,9160592,7.2,-384521,-11.1,46,6.0,2376,6.0
"39029","0","10","70","0","2015","A","",2176,30659,1080667700,242287663,6011861,678,35248,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-6,-0.3,-181,-0.6,19112597,1.8,-346663,-0.1,-554806,-8.4,16,2.4,826,2.4
"39029","1","10","71","0","2015","A","",26,601,38602140,0,0,1236,64248,"",1.87,0.99,1.23,0.00,0.00,1.24,1.24,"",0,0.0,17,2.9,1033478,2.8,0,0.0,0,0.0,-2,-0.2,-128,-0.2
"39029","2","10","71","0","2015","A","",13,328,15419501,0,0,905,47070,"",0.82,0.33,0.41,0.00,0.00,1.26,1.27,"",1,8.3,-5,-1.5,-3977990,-20.5,0,0.0,0,0.0,-215,-19.2,-11195,-19.2
"39029","3","10","71","0","2015","A","",150,3904,144150242,271695,4292,710,36922,"",3.89,1.28,1.49,0.08,0.13,1.17,1.17,"",1,0.7,-30,-0.8,4610787,3.3,16790,6.6,-2236,-34.3,28,4.1,1447,4.1
"39029","5","10","71","0","2015","A","",1988,25826,882495817,242015968,6007569,657,34170,"",0.94,0.99,0.96,1.02,1.01,0.97,0.97,"",-7,-0.4,-164,-0.6,17446322,2.0,-363453,-0.1,-552570,-8.4,17,2.7,886,2.7
"39031","0","10","70","0","2015","A","",717,10998,490532379,95968001,3895988,858,44603,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",1,0.1,403,3.8,87573410,21.7,9741151,11.3,1088515,38.8,127,17.4,6570,17.3
"39031","1","10","71","0","2015","A","",10,71,3739374,0,0,1010,52544,"",2.18,0.33,0.26,0.00,0.00,0.80,0.80,"",0,0.0,1,1.4,408323,12.3,0,0.0,0,0.0,97,10.6,5071,10.7
